"regions","spatial_scale","climates","type","probas","time_window"
"Ascension","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.500025,10
"Ascension","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,10
"Ascension","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,10
"Ascension","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,10
"Ascension","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,10
"Ascension","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0,10
"Ascension","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0,10
"Ascension","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,10
"Ascension","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,10
"Ascension","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",1,10
"Ascension","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,10
"Ascension","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,10
"Ascension","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,10
"Ascension","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,10
"Australia","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.9228559776584,10
"Australia","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.757570303,10
"Australia","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0.0909075,10
"Australia","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.92562469032025,10
"Australia","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.345431818,10
"Australia","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,10
"Australia","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.5791464077725,10
"Australia","regions","gfdl-esm4 ssp126","at_least_three_10_down",0.045448384,10
"Australia","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,10
"Australia","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.9851243802562,10
"Australia","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.9801658403416,10
"Australia","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.942151607236,10
"Australia","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.871449587236,10
"Australia","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.78789394,10
"Australia","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.563594545,10
"Australia","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.506895197573,10
"Australia","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.348997525,10
"Australia","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.09695596,10
"Australia","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.9853087603618,10
"Australia","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.739151950113225,10
"Australia","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"Australia","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.9515096978788,10
"Australia","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.3484554545,10
"Australia","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,10
"Australia","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.6127965818956,10
"Australia","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0712009094999999,10
"Australia","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,10
"Australia","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.9305819286832,10
"Australia","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.913227410854,10
"Australia","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.473947753702806,10
"Australia","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.988245656918263,10
"Australia","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.97244621999393,10
"Australia","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.454276203968,10
"Australia","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.878056639555576,10
"Australia","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.766589963997494,10
"Australia","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.129960597335,10
"Austria","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.189092,10
"Austria","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,10
"Austria","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,10
"Austria","regions","gfdl-esm4 ssp126","at_least_two_5_down",-5.55111512312578e-17,10
"Austria","regions","gfdl-esm4 ssp126","at_least_two_10_down",0,10
"Austria","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,10
"Austria","regions","gfdl-esm4 ssp126","at_least_three_5_down",-5.55111512312578e-17,10
"Austria","regions","gfdl-esm4 ssp126","at_least_three_10_down",0,10
"Austria","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,10
"Austria","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.685573241056,10
"Austria","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.617567140528,10
"Austria","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.083636,10
"Austria","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.279982,10
"Austria","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.189991,10
"Austria","regions","gfdl-esm4 ssp585","at_least_two_25_down",-2.77555756156289e-17,10
"Austria","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.039542,10
"Austria","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.0222709999999999,10
"Austria","regions","gfdl-esm4 ssp585","at_least_three_25_down",-2.77555756156289e-17,10
"Austria","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.48099504566,10
"Austria","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.0790000992,10
"Austria","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"Austria","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.1163575,10
"Austria","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",-1.38777878078145e-17,10
"Austria","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,10
"Austria","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.0120445,10
"Austria","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",-1.38777878078145e-17,10
"Austria","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,10
"Austria","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.770904,10
"Austria","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.770904,10
"Austria","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.67225606812,10
"Austria","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.904555,10
"Austria","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.89092,10
"Austria","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.4899725,10
"Austria","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.51365,10
"Austria","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.46365,10
"Austria","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.1059,10
"Azerbaijan","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.818175505,10
"Azerbaijan","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.60412460052135,10
"Azerbaijan","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,10
"Azerbaijan","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.20957601,10
"Azerbaijan","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.068175,10
"Azerbaijan","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,10
"Azerbaijan","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.015148485,10
"Azerbaijan","regions","gfdl-esm4 ssp126","at_least_three_10_down",-1.38777878078145e-17,10
"Azerbaijan","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,10
"Azerbaijan","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.900829201708,10
"Azerbaijan","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.82642300191,10
"Azerbaijan","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.392290969840927,10
"Azerbaijan","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.9479431402066,10
"Azerbaijan","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.9305908536088,10
"Azerbaijan","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.3974781407335,10
"Azerbaijan","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.6710995598182,10
"Azerbaijan","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.6250974937576,10
"Azerbaijan","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.108038389323,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.846590455,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.6334881625,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.52954037875,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.278379325,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",0,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.682607161528,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.6297180524224,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.269715309270723,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.9985539256219,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.862728019177,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.9961438016584,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.974588705323,10
"Azerbaijan","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.515734332104,10
"Azores","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,10
"Azores","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,10
"Azores","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,10
"Azores","regions","gfdl-esm4 ssp126","at_least_two_5_down",1,10
"Azores","regions","gfdl-esm4 ssp126","at_least_two_10_down",1,10
"Azores","regions","gfdl-esm4 ssp126","at_least_two_25_down",0.375,10
"Azores","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,10
"Azores","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,10
"Azores","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,10
"Azores","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,10
"Azores","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,10
"Azores","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,10
"Azores","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.75,10
"Azores","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.25,10
"Azores","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.25,10
"Azores","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,10
"Azores","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,10
"Azores","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,10
"Azores","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0,10
"Azores","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,10
"Azores","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"Azores","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.75,10
"Azores","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.75,10
"Azores","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0,10
"Azores","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,10
"Azores","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,10
"Azores","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,10
"Azores","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0,10
"Azores","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0,10
"Azores","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,10
"Azores","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",1,10
"Azores","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.75,10
"Azores","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0,10
"Azores","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,10
"Azores","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,10
"Azores","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,10
"Bahamas","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",1,10
"Bahamas","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.8611,10
"Bahamas","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0.1111,10
"Bahamas","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.2222,10
"Bahamas","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.2222,10
"Bahamas","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,10
"Bahamas","regions","gfdl-esm4 ssp126","at_least_three_5_down",-5.55111512312578e-17,10
"Bahamas","regions","gfdl-esm4 ssp126","at_least_three_10_down",-5.55111512312578e-17,10
"Bahamas","regions","gfdl-esm4 ssp126","at_least_three_25_down",0,10
"Bahamas","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.640209591808416,10
"Bahamas","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.597801327233666,10
"Bahamas","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.148579150329249,10
"Bahamas","regions","gfdl-esm4 ssp585","at_least_two_5_down",0.815595525,10
"Bahamas","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.60803642,10
"Bahamas","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.0740592599999998,10
"Bahamas","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.414364815,10
"Bahamas","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.22531358,10
"Bahamas","regions","gfdl-esm4 ssp585","at_least_three_25_down",-1.52655665885959e-16,10
"Bahamas","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.20985679,10
"Bahamas","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,10
"Bahamas","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"Bahamas","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.753108642716,10
"Bahamas","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.48144074,10
"Bahamas","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0.083325,10
"Bahamas","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.271621604568,10
"Bahamas","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.0740592599999998,10
"Bahamas","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-2.77555756156289e-17,10
"Bahamas","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.495876132428,10
"Bahamas","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.495876132428,10
"Bahamas","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0.378774799481813,10
"Bahamas","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.96297037,10
"Bahamas","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.96297037,10
"Bahamas","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.724325512428,10
"Bahamas","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.72225,10
"Bahamas","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.72225,10
"Bahamas","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.30612273786,10
"Bahrain","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,10
"Bahrain","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,10
"Bahrain","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,10
"Bahrain","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.75,10
"Bahrain","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.5625,10
"Bahrain","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,10
"Bahrain","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,10
"Bahrain","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,10
"Bahrain","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,10
"Bahrain","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,10
"Bahrain","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,10
"Bahrain","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,10
"Bahrain","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,10
"Bahrain","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.75,10
"Bahrain","regions","gfdl-esm4 ssp585","at_least_two_25_down",0,10
"Bahrain","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,10
"Bahrain","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,10
"Bahrain","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,10
"Bahrain","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0,10
"Bahrain","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,10
"Bahrain","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"Bahrain","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.1667,10
"Bahrain","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.1667,10
"Bahrain","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",0.1667,10
"Bahrain","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,10
"Bahrain","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,10
"Bahrain","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,10
"Bahrain","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.3333,10
"Bahrain","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.3333,10
"Bahrain","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,10
"Bahrain","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.5,10
"Bahrain","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.3333,10
"Bahrain","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.3333,10
"Bahrain","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,10
"Bahrain","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,10
"Bahrain","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp126","at_least_two_5_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp126","at_least_two_10_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp126","at_least_two_25_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp585","at_least_two_5_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp585","at_least_two_10_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp585","at_least_two_25_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,10
"Bajo Nuevo Bank","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.02778889,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",NA,10
"Bajo Nuevo Bank","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",NA,10
"Bangladesh","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0.39321793473722,10
"Bangladesh","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0.289025745222814,10
"Bangladesh","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0.019279981809,10
"Bangladesh","regions","gfdl-esm4 ssp126","at_least_two_5_down",0.0561907439999998,10
"Bangladesh","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.02478843,10
"Bangladesh","regions","gfdl-esm4 ssp126","at_least_two_25_down",0.00826281000000001,10
"Bangladesh","regions","gfdl-esm4 ssp126","at_least_three_5_down",0.00247884299999985,10
"Bangladesh","regions","gfdl-esm4 ssp126","at_least_three_10_down",-2.42861286636753e-17,10
"Bangladesh","regions","gfdl-esm4 ssp126","at_least_three_25_down",1.04083408558608e-17,10
"Bangladesh","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0.8897931124876,10
"Bangladesh","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0.752045729573,10
"Bangladesh","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0.646742558275544,10
"Bangladesh","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,10
"Bangladesh","regions","gfdl-esm4 ssp585","at_least_two_10_down",0.9845756473168,10
"Bangladesh","regions","gfdl-esm4 ssp585","at_least_two_25_down",0.683933834545,10
"Bangladesh","regions","gfdl-esm4 ssp585","at_least_three_5_down",0.9691512946336,10
"Bangladesh","regions","gfdl-esm4 ssp585","at_least_three_10_down",0.8503334805124,10
"Bangladesh","regions","gfdl-esm4 ssp585","at_least_three_25_down",0.281768208629,10
"Bangladesh","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0.8784992833168,10
"Bangladesh","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0.5298156836584,10
"Bangladesh","regions","ipsl-cm6a-lr ssp126","at_least_one_25_up_down",0,10
"Bangladesh","regions","ipsl-cm6a-lr ssp126","at_least_two_5_down",0.4644323134876,10
"Bangladesh","regions","ipsl-cm6a-lr ssp126","at_least_two_10_down",0.330556942,10
"Bangladesh","regions","ipsl-cm6a-lr ssp126","at_least_two_25_down",-2.77555756156289e-17,10
"Bangladesh","regions","ipsl-cm6a-lr ssp126","at_least_three_5_down",0.0999853723012,10
"Bangladesh","regions","ipsl-cm6a-lr ssp126","at_least_three_10_down",0.040490496,10
"Bangladesh","regions","ipsl-cm6a-lr ssp126","at_least_three_25_down",-2.77555756156289e-17,10
"Bangladesh","regions","ipsl-cm6a-lr ssp585","at_least_one_5_up_down",0.421440160725194,10
"Bangladesh","regions","ipsl-cm6a-lr ssp585","at_least_one_10_up_down",0.338323802468932,10
"Bangladesh","regions","ipsl-cm6a-lr ssp585","at_least_one_25_up_down",0,10
"Bangladesh","regions","ipsl-cm6a-lr ssp585","at_least_two_5_down",0.998531221254364,10
"Bangladesh","regions","ipsl-cm6a-lr ssp585","at_least_two_10_down",0.975761689535345,10
"Bangladesh","regions","ipsl-cm6a-lr ssp585","at_least_two_25_down",0.949690394031234,10
"Bangladesh","regions","ipsl-cm6a-lr ssp585","at_least_three_5_down",0.981822405580354,10
"Bangladesh","regions","ipsl-cm6a-lr ssp585","at_least_three_10_down",0.843908485070697,10
"Bangladesh","regions","ipsl-cm6a-lr ssp585","at_least_three_25_down",0.739430100224034,10
"Barbados","regions","gfdl-esm4 ssp126","at_least_one_5_up_down",0,10
"Barbados","regions","gfdl-esm4 ssp126","at_least_one_10_up_down",0,10
"Barbados","regions","gfdl-esm4 ssp126","at_least_one_25_up_down",0,10
"Barbados","regions","gfdl-esm4 ssp126","at_least_two_5_down",1,10
"Barbados","regions","gfdl-esm4 ssp126","at_least_two_10_down",0.25,10
"Barbados","regions","gfdl-esm4 ssp126","at_least_two_25_down",0,10
"Barbados","regions","gfdl-esm4 ssp126","at_least_three_5_down",NA,10
"Barbados","regions","gfdl-esm4 ssp126","at_least_three_10_down",NA,10
"Barbados","regions","gfdl-esm4 ssp126","at_least_three_25_down",NA,10
"Barbados","regions","gfdl-esm4 ssp585","at_least_one_5_up_down",0,10
"Barbados","regions","gfdl-esm4 ssp585","at_least_one_10_up_down",0,10
"Barbados","regions","gfdl-esm4 ssp585","at_least_one_25_up_down",0,10
"Barbados","regions","gfdl-esm4 ssp585","at_least_two_5_down",1,10
"Barbados","regions","gfdl-esm4 ssp585","at_least_two_10_down",1,10
"Barbados","regions","gfdl-esm4 ssp585","at_least_two_25_down",0,10
"Barbados","regions","gfdl-esm4 ssp585","at_least_three_5_down",NA,10
"Barbados","regions","gfdl-esm4 ssp585","at_least_three_10_down",NA,10
"Barbados","regions","gfdl-esm4 ssp585","at_least_three_25_down",NA,10
"Barbados","regions","ipsl-cm6a-lr ssp126","at_least_one_5_up_down",0,10
"Barbados","regions","ipsl-cm6a-lr ssp126","at_least_one_10_up_down",0,10
