"regions","climates","at_least_one_shock","at_least_two_shocks","at_least_three_shocks","time_window"
"Finland","ipsl-cm6a-lr ssp126",1,0.262320469771192,0,30
"Finland","ipsl-cm6a-lr ssp585",1,0.454486057940006,0.0405941803359458,30
"France","gfdl-esm4 ssp126",1,0.415723064833512,0,30
"France","gfdl-esm4 ssp585",1,0.553176004999931,0.0685502411258406,30
"France","ipsl-cm6a-lr ssp126",1,0.370991001191392,0.0303060599999999,30
"France","ipsl-cm6a-lr ssp585",1,0.54172576832295,0.00550798914599993,30
"Gabon","gfdl-esm4 ssp126",1,0.38431675,0,30
"Gabon","gfdl-esm4 ssp585",1,0,0,30
"Gabon","ipsl-cm6a-lr ssp126",1,0.104675619573,0,30
"Gabon","ipsl-cm6a-lr ssp585",1,0,0,30
"Gambia","gfdl-esm4 ssp126",0.98881246658682,0.132218595,0,30
"Gambia","gfdl-esm4 ssp585",0.942278588258908,0.0363600000000001,1.11022302462516e-16,30
"Gambia","ipsl-cm6a-lr ssp126",1,0.6454951510606,0,30
"Gambia","ipsl-cm6a-lr ssp585",1,0.560435123089143,0,30
"Georgia","gfdl-esm4 ssp126",0.989032445100788,0.1649054054012,0.00908999999999971,30
"Georgia","gfdl-esm4 ssp585",1,0.105923441142,0,30
"Georgia","ipsl-cm6a-lr ssp126",0.993243052952275,0.265741065202407,0.00826473817080009,30
"Georgia","ipsl-cm6a-lr ssp585",0.997984039576731,0.401305479968405,0.0222315712871948,30
"Germany","gfdl-esm4 ssp126",0.98218732102117,0.0622966819928625,0,30
"Germany","gfdl-esm4 ssp585",1,0.4091,0,30
"Germany","ipsl-cm6a-lr ssp126",1,0.14544,0,30
"Germany","ipsl-cm6a-lr ssp585",1,0.593079054273163,0.036356364,30
"Ghana","gfdl-esm4 ssp126",0.844130647128217,0.022725,0,30
"Ghana","gfdl-esm4 ssp585",0.984603105025447,0.2075836032,0,30
"Ghana","ipsl-cm6a-lr ssp126",1,0.360298512,0,30
"Ghana","ipsl-cm6a-lr ssp585",1,0.32672428694656,-2.22044604925031e-16,30
"Grand Duchy of Luxembourg","gfdl-esm4 ssp126",0.950424083837243,0.3166636032,NA,30
"Grand Duchy of Luxembourg","gfdl-esm4 ssp585",1,0,NA,30
"Grand Duchy of Luxembourg","ipsl-cm6a-lr ssp126",1,0.0545400000000001,NA,30
"Grand Duchy of Luxembourg","ipsl-cm6a-lr ssp585",0.95743142241588,0.01818,NA,30
"Greece","gfdl-esm4 ssp126",0.99905777092421,0.157802946868565,-2.22044604925031e-16,30
"Greece","gfdl-esm4 ssp585",1,0.195442573322259,0.00495768599999968,30
"Greece","ipsl-cm6a-lr ssp126",0.9994290365112,0.319842114812521,0.00661024799999999,30
"Greece","ipsl-cm6a-lr ssp585",0.999986147133897,0.458521323544136,0.0165269971349998,30
"Grenada","gfdl-esm4 ssp126",0,NA,NA,30
"Grenada","gfdl-esm4 ssp585",0,NA,NA,30
"Grenada","ipsl-cm6a-lr ssp126",0.871401749575602,NA,NA,30
"Grenada","ipsl-cm6a-lr ssp585",0.1667,NA,NA,30
"Guatemala","gfdl-esm4 ssp126",1,0.345590319480541,0.0247884299999996,30
"Guatemala","gfdl-esm4 ssp585",0.98257841992921,0.389715581363718,0,30
"Guatemala","ipsl-cm6a-lr ssp126",0.96616113540005,0.189031335581487,0,30
"Guatemala","ipsl-cm6a-lr ssp585",0.999760033956717,0.700380485002656,0.0885705374810978,30
"Guinea","gfdl-esm4 ssp126",1,0.52393124,0,30
"Guinea","gfdl-esm4 ssp585",0.918345133651623,0.04545,0,30
"Guinea","ipsl-cm6a-lr ssp126",1,0.842483802771523,0.04545,30
"Guinea","ipsl-cm6a-lr ssp585",1,0.18766087741728,0,30
"Guinea-Bissau","gfdl-esm4 ssp126",0.994919988663106,0,0,30
"Guinea-Bissau","gfdl-esm4 ssp585",0.970604142626807,0.022725,0,30
"Guinea-Bissau","ipsl-cm6a-lr ssp126",1,0.657725510999309,0,30
"Guinea-Bissau","ipsl-cm6a-lr ssp585",1,0.31819394,0.0303060599999999,30
"Guyana","gfdl-esm4 ssp126",1,0.305755785,0,30
"Guyana","gfdl-esm4 ssp585",1,0.1818,0,30
"Guyana","ipsl-cm6a-lr ssp126",0.999964821652614,0,0,30
"Guyana","ipsl-cm6a-lr ssp585",0.914943852258924,0.0739421528651599,0,30
"Haiti","gfdl-esm4 ssp126",1,0.13470539513148,1.11022302462516e-16,30
"Haiti","gfdl-esm4 ssp585",0.993866690620642,0.15,0,30
"Haiti","ipsl-cm6a-lr ssp126",1,0.237062443739914,0,30
"Haiti","ipsl-cm6a-lr ssp585",1,0.1818,0,30
"Honduras","gfdl-esm4 ssp126",1,0,0,30
"Honduras","gfdl-esm4 ssp585",0.990611675621717,0,0,30
"Honduras","ipsl-cm6a-lr ssp126",1,0.200446122830407,0,30
"Honduras","ipsl-cm6a-lr ssp585",1,0.169783608517651,0,30
"Hungary","gfdl-esm4 ssp126",0.9038499766912,0,NA,30
"Hungary","gfdl-esm4 ssp585",0.981608801148284,0.03636,NA,30
"Hungary","ipsl-cm6a-lr ssp126",0.743913889269806,0,NA,30
"Hungary","ipsl-cm6a-lr ssp585",0.876824398184819,0,NA,30
"Iceland","gfdl-esm4 ssp126",0.25,0,NA,30
"Iceland","gfdl-esm4 ssp585",0.68359375,0,NA,30
"Iceland","ipsl-cm6a-lr ssp126",1,0.10002,NA,30
"Iceland","ipsl-cm6a-lr ssp585",0.993828209840739,0.26668,NA,30
"India","gfdl-esm4 ssp126",1,0.238674638872062,0,30
"India","gfdl-esm4 ssp585",1,0.150248949529785,0,30
"India","ipsl-cm6a-lr ssp126",1,0.105861373222149,0,30
"India","ipsl-cm6a-lr ssp585",1,0.538210247871254,0.00165256200000008,30
"Indonesia","gfdl-esm4 ssp126",1,0.33881157,0,30
"Indonesia","gfdl-esm4 ssp585",1,0.04545,0,30
"Indonesia","ipsl-cm6a-lr ssp126",0.973009085630168,0.0867711016584,0,30
"Indonesia","ipsl-cm6a-lr ssp585",0.892029024541881,0.04545,0,30
"Iran","gfdl-esm4 ssp126",0.999164882489031,0.38371742831991,0.0061971074999998,30
"Iran","gfdl-esm4 ssp585",0.998712047300161,0.411010903801454,0.0132204960000001,30
"Iran","ipsl-cm6a-lr ssp126",0.998103878566363,0.319123749248561,0.00632826765860961,30
